,Unnamed: 0,area,bath,bed,date_check,description,features,location,price,property_date,specific_location,toilet,90_perc,10_perc,forsale_flag,date_flag,50_perc,location_rank,terrace_flag,new_flag,serviced_flag,estate_flag,furnish_flag,flag,island
5941,5941,adekunle,2,2,"Updated 14 Oct 2019, Added 27 Sep 2019",Newly built 2bed room flat and mini flat,2 beds 2 baths 3 Toilets,yaba,1000000,2019,YgAdekunle Yaba Lagos,3,1200000,600000,0,2,1000000,35,0,1,0,0,0,1,Mainland
5942,5942,adekunle,2,2,Added 27 Sep 2019,Newly Built Executive 2 Bedroom Flat at Yaba - N1m,2 beds 2 baths 3 Toilets,yaba,1000000,2019,Adekunle Adekunle Yaba Lagos,3,1200000,600000,0,1,1000000,35,0,2,0,0,0,2,Mainland
5943,5943,adekunle,1,1,Added 27 Sep 2019,Newly Built Executive Mini Flat at Adekunle Yaba - N600k,1 beds 1 baths 1 Toilets,yaba,600000,2019,YabaAdekunle Yaba Lagos,1,700000,300000,0,1,500000,18,0,2,0,0,0,2,Mainland
5944,5944,adekunle,0,2,Added 27 Sep 2019,Executive 2Bedroom flat3,2 beds baths 3 Toilets,yaba,1000000,2019,AdekunleAdekunle Yaba Lagos,3,1200000,600000,0,1,1000000,35,0,1,0,0,0,1,Mainland
5945,5945,adekunle,2,1,Added 27 Sep 2019,A Mini Flat,1 beds 2 baths 2 Toilets,yaba,600000,2019,AdekunleAdekunle Yaba Lagos,2,700000,300000,0,1,500000,18,0,0,0,0,0,0,Mainland
5948,5948,adekunle,3,3,"Updated 29 Aug 2019, Added 02 May 2018",Tastefully built 3 bedroom office space,3 beds 3 baths 4 Toilets,yaba,1200000,2019,old yaba roadAdekunle Yaba Lagos,4,2000000,960000,0,1,1500000,45,0,0,0,0,0,0,Mainland
5950,5950,adekunle,2,3,"Updated 24 Aug 2019, Added 02 Jul 2019",Very decent 3 bedroom flat to let at Adekunle yaba,3 beds 2 baths 3 Toilets,yaba,1000000,2019,Off Herbert MacaulayAdekunle Yaba Lagos,3,2000000,960000,0,2,1500000,45,0,0,0,0,0,0,Mainland
5951,5951,adekunle,1,1,"Updated 15 Jun 2019, Added 07 Jun 2019","To let: 1 bedroom apartment, tiles, ample parking",1 beds 1 baths 1 Toilets,yaba,400000,2019,SwisAdekunle Yaba Lagos,1,700000,300000,0,2,500000,18,0,0,0,0,0,0,Mainland
5953,5953,adekunle,1,1,Added 11 Jun 2019,Very Spacious Mini Flat to Let Directly Off Herbert Macaulay Way Adekunle Yaba,1 beds 1 baths 1 Toilets,yaba,450000,2019,"Directly off Herbert Macaulay Way, YabaAdekunle Yaba Lagos",1,700000,300000,0,1,500000,18,0,0,0,0,0,0,Mainland
5955,5955,adekunle,3,3,"Updated 18 May 2019, Added 11 May 2019",Extra large 3 bedroom flat,3 beds 3 baths 3 Toilets,yaba,1200000,2019,SimpAdekunle Yaba Lagos,3,2000000,960000,0,2,1500000,45,0,0,0,0,0,0,Mainland
5956,5956,adekunle,4,4,Added 15 May 2019,4 bedroom terraced duplex,4 beds 4 baths 5 Toilets,yaba,3500000,2019,"Off Herbert Macauley Road, Adekunle Yaba Lagos",5,4000000,1940000,0,1,3000000,61,2,0,0,0,0,0,Mainland
5957,5957,adekunle,3,3,Added 29 Jan 2019,A lovely 3 bedroom flat,3 beds 3 baths 3 Toilets,yaba,1500000,2019,.Adekunle Yaba Lagos,3,2000000,960000,0,1,1500000,45,0,0,0,0,0,0,Mainland
6027,6027,akoka,3,3,"Updated 09 Mar 2021, Added 05 Feb 2020",Executive 3bed room flat @ Akoka,3 beds 3 baths 4 Toilets,yaba,1300000,2021,EmikAkoka Yaba Lagos,4,1340000,650000,0,2,1000000,35,0,1,0,0,0,1,Mainland
6029,6029,akoka,2,2,"Updated 09 Mar 2021, Added 05 Feb 2020",Specious 2bed room flat @ Akoka,2 beds 2 baths 3 Toilets,yaba,1000000,2021,OkuAkoka Yaba Lagos,3,1200000,500000,0,2,750000,26,0,0,0,0,0,0,Mainland
6030,6030,akoka,5,4,"Updated 09 Mar 2021, Added 29 Dec 2020",Luxury 4Bedroom Duplex,4 beds 5 baths 5 Toilets,yaba,2800000,2021,#NAME?,5,4200000,780000,0,2,1800000,50,1,1,0,0,0,1,Mainland
6034,6034,akoka,4,3,"Updated 09 Mar 2021, Added 29 Jun 2020",An executive 3bedroom all rooms ensuit with guest toilet,3 beds 4 baths 4 Toilets,yaba,900000,2021,Akoka areaAkoka Yaba Lagos,4,1340000,650000,0,2,1000000,35,0,1,0,0,0,1,Mainland
6035,6035,akoka,3,2,"Updated 09 Mar 2021, Added 11 Jul 2020",A standard executive 2bedroom in akoka yaba screeded with POp,2 beds 3 baths 3 Toilets,yaba,1000000,2021,Akoka areaAkoka Yaba Lagos,3,1200000,500000,0,2,750000,26,0,1,0,0,0,1,Mainland
6037,6037,akoka,1,1,"Updated 09 Mar 2021, Added 01 Oct 2020",A standard spacious roomselfcon available at yaba,1 beds 1 baths 1 Toilets,yaba,350000,2021,Akoka chemist yabaAkoka Yaba Lagos,1,600000,200000,0,2,398000,13,0,0,0,0,0,0,Mainland
6038,6038,akoka,2,2,"Updated 09 Mar 2021, Added 06 Feb 2021",A two 2 bedroom apartment,2 beds 2 baths 2 Toilets,yaba,700000,2021,Emily Akinola Akoka Yaba Lagos,2,1200000,500000,0,2,750000,26,0,0,0,0,0,0,Mainland
6039,6039,akoka,3,3,"Updated 09 Mar 2021, Added 23 Jul 2020",A standard 3bedroom apartment all rooms ensuit,3 beds 3 baths 4 Toilets,yaba,1200000,2021,Akoka areaAkoka Yaba Lagos,4,1340000,650000,0,2,1000000,35,0,0,0,0,0,0,Mainland
6046,6046,akoka,2,2,"Updated 07 Mar 2021, Added 05 Mar 2021",2 bedroom flat,2 beds 2 baths 2 Toilets,yaba,900000,2021,Obayan streetAkoka Yaba Lagos,2,1200000,500000,0,2,750000,26,0,0,0,0,0,0,Mainland
6055,6055,akoka,1,1,"Updated 07 Mar 2021, Added 04 Sep 2020",Standard roomself contain fence round with gate security wise car park with prepared metre,1 beds 1 baths 1 Toilets,yaba,300000,2021,AkokaAkoka Yaba Lagos,1,600000,200000,0,2,398000,13,0,0,0,0,0,0,Mainland
6056,6056,akoka,2,2,"Updated 07 Mar 2021, Added 11 Feb 2021",Clean and decent 2bedroom flat 2t2b ground floor with car park,2 beds 2 baths 2 Toilets,yaba,800000,2021,Community road Akoka Yaba Lagos,2,1200000,500000,0,2,750000,26,0,0,0,0,0,0,Mainland
6063,6063,akoka,1,1,"Updated 07 Mar 2021, Added 15 Jan 2021",Executive lovely and decent selfcontained,1 beds 1 baths 1 Toilets,yaba,450000,2021,...Akoka Yaba Lagos,1,600000,200000,0,2,398000,13,0,1,0,0,0,1,Mainland
6068,6068,akoka,2,2,"Updated 07 Mar 2021, Added 30 Oct 2020",Standard & decent 2 bedroom flat,2 beds 2 baths 3 Toilets,yaba,800000,2021,AkokaAkoka Yaba Lagos,3,1200000,500000,0,2,750000,26,0,0,0,0,0,0,Mainland
6070,6070,akoka,3,3,"Updated 07 Mar 2021, Added 11 Nov 2020",Standard 3 bedroom flat,3 beds 3 baths 3 Toilets,yaba,1200000,2021,AkokaAkoka Yaba Lagos,3,1340000,650000,0,2,1000000,35,0,0,0,0,0,0,Mainland
6073,6073,akoka,1,1,"Updated 07 Mar 2021, Added 04 Mar 2021",Newly built spacious and decent room self contain,1 beds 1 baths 2 Toilets,yaba,500000,2021,Akoka Yaba Lagos,2,600000,200000,0,2,398000,13,0,1,0,0,0,1,Mainland
6079,6079,akoka,3,3,"Updated 07 Mar 2021, Added 19 Oct 2020",3 bedroom flat,3 beds 3 baths 4 Toilets,yaba,1100000,2021,AkokaAkoka Yaba Lagos,4,1340000,650000,0,2,1000000,35,0,0,0,0,0,0,Mainland
6080,6080,akoka,1,1,"Updated 07 Mar 2021, Added 17 Feb 2021",Standard and lovely decent Mini flat very lovely environment security wise,1 beds 1 baths 1 Toilets,yaba,400000,2021,#NAME?,1,600000,200000,0,2,398000,13,0,0,0,0,0,0,Mainland
6084,6084,akoka,3,3,"Updated 05 Mar 2021, Added 29 Jan 2021",SHARP THREE BEDROOMS apartment ENSUITES,3 beds 3 baths 3 Toilets,yaba,800000,2021,#NAME?,3,1340000,650000,0,2,1000000,35,0,0,0,0,0,0,Mainland
6088,6088,akoka,1,1,"Updated 09 Mar 2021, Added 25 Jan 2021",Standard mini flat,1 beds 1 baths 1 Toilets,yaba,550000,2021,...Akoka Yaba Lagos,1,600000,200000,0,2,398000,13,0,0,0,0,0,0,Mainland
6090,6090,akoka,2,2,"Updated 09 Mar 2021, Added 19 Jan 2021",2 bedroom flat,2 beds 2 baths 2 Toilets,yaba,600000,2021,...Akoka Yaba Lagos,2,1200000,500000,0,2,750000,26,0,0,0,0,0,0,Mainland
6091,6091,akoka,1,1,"Updated 09 Mar 2021, Added 17 Dec 2019",Newly Built Roomself contain at Akoka,1 beds 1 baths 1 Toilets,yaba,350000,2021,ChemistAkoka Yaba Lagos,1,600000,200000,0,2,398000,13,0,1,0,0,0,1,Mainland
6093,6093,akoka,2,2,"Updated 09 Mar 2021, Added 02 Jan 2021",2 bedroom flat,2 beds 2 baths 3 Toilets,yaba,1100000,2021,#NAME?,3,1200000,500000,0,2,750000,26,0,0,0,0,0,0,Mainland
6096,6096,akoka,1,1,"Updated 09 Mar 2021, Added 13 Jan 2020",HOSTEL,1 beds 1 baths 1 Toilets,yaba,300000,2021,Off AkokaAkoka Yaba Lagos,1,600000,200000,0,2,398000,13,0,0,0,0,0,0,Mainland
6097,6097,akoka,1,2,"Updated 09 Mar 2021, Added 28 Oct 2020",Lovely Two bedroom flat at akoka in a decent environment,2 beds 1 baths Toilets,yaba,700000,2021,Akoka Yaba Lagos,0,1200000,500000,0,2,750000,26,0,0,0,0,0,0,Mainland
6100,6100,akoka,1,1,"Updated 09 Mar 2021, Added 26 Aug 2020",Newly Built Serviced Roomself Apartment,1 beds 1 baths 1 Toilets,yaba,400000,2021,AkokaAkoka Yaba Lagos,1,600000,200000,0,2,398000,13,0,1,1,0,0,1,Mainland
6101,6101,akoka,2,2,"Updated 09 Mar 2021, Added 29 Dec 2020",2bedroom Apartment,2 beds 2 baths 2 Toilets,yaba,1100000,2021,#NAME?,2,1200000,500000,0,2,750000,26,0,0,0,0,0,0,Mainland
6104,6104,akoka,3,2,"Updated 09 Mar 2021, Added 11 Aug 2020",Newly Built 2Bedroom at off Akoka,2 beds 3 baths 3 Toilets,yaba,900000,2021,Off AkokaAkoka Yaba Lagos,3,1200000,500000,0,2,750000,26,0,1,0,0,0,1,Mainland
6105,6105,akoka,3,3,"Updated 09 Mar 2021, Added 06 Feb 2021",3bedroom flat upstairs with balcony,3 beds 3 baths 3 Toilets,yaba,850000,2021,#NAME?,3,1340000,650000,0,2,1000000,35,0,0,0,0,0,0,Mainland
6106,6106,akoka,1,1,"Updated 09 Mar 2021, Added 19 Dec 2019",Executive Hostel for Rent,1 beds 1 baths 1 Toilets,yaba,250000,2021,Beside Ilaje Police StationAkoka Yaba Lagos,1,600000,200000,0,2,398000,13,0,1,0,0,0,1,Mainland
6107,6107,akoka,2,3,"Updated 09 Mar 2021, Added 06 Dec 2020",decent 2 bedroom flat,3 beds 2 baths 3 Toilets,yaba,1200000,2021,"Akoka, YabaAkoka Yaba Lagos",3,1340000,650000,0,2,1000000,35,0,0,0,0,0,0,Mainland
6108,6108,akoka,1,1,"Updated 09 Mar 2021, Added 02 Jan 2021",Mini flat,1 beds 1 baths 1 Toilets,yaba,500000,2021,#NAME?,1,600000,200000,0,2,398000,13,0,0,0,0,0,0,Mainland
6113,6113,akoka,1,1,"Updated 09 Mar 2021, Added 12 Jun 2020",A standard roomselfcon,1 beds 1 baths 1 Toilets,yaba,300000,2021,Akoka areaAkoka Yaba Lagos,1,600000,200000,0,2,398000,13,0,0,0,0,0,0,Mainland
6119,6119,akoka,1,1,"Updated 07 Mar 2021, Added 02 Mar 2021","Mini flat very neat fully tiled, parking space and spacious",1 beds 1 baths 1 Toilets,yaba,400000,2021,Foulorisho streetAkoka Yaba Lagos,1,600000,200000,0,2,398000,13,0,0,0,0,0,0,Mainland
6121,6121,akoka,1,1,"Updated 07 Mar 2021, Added 15 Feb 2021",Service Miniflat with Open Kitchen,1 beds 1 baths 2 Toilets,yaba,450000,2021,Community RoadAkoka Yaba Lagos,2,600000,200000,0,2,398000,13,0,0,1,0,0,0,Mainland
6123,6123,akoka,1,1,"Updated 07 Mar 2021, Added 04 Sep 2020",Executive Standard lovely and decent selfcontain at Akoka very lovely environment security wise #300k,1 beds 1 baths 1 Toilets,yaba,300000,2021,#NAME?,1,600000,200000,0,2,398000,13,0,1,0,0,0,1,Mainland
6124,6124,akoka,2,2,"Updated 07 Mar 2021, Added 14 Jul 2020",Newly built 2 bedroom flat,2 beds 2 baths 3 Toilets,yaba,1000000,2021,AkokaAkoka Yaba Lagos,3,1200000,500000,0,2,750000,26,0,1,0,0,0,1,Mainland
6126,6126,akoka,3,3,"Updated 07 Mar 2021, Added 27 Nov 2020",3 bedroom flat,3 beds 3 baths 3 Toilets,yaba,800000,2021,Akoka extension Akoka Yaba Lagos,3,1340000,650000,0,2,1000000,35,0,0,0,0,0,0,Mainland
6127,6127,akoka,2,2,"Updated 07 Mar 2021, Added 27 Aug 2020","To Let: Brand New Service Apartments with all room en-suite. Itâs designed with you in mind, to give you value for your money, while guaranteeing maximum power supply Via Alternative means, Fitted Aircondition, Kitchen Cabinets, Dstv Connection, CCTV Ca",2 beds 2 baths 2 Toilets,yaba,700000,2021,Akoka Yaba Lagos,2,1200000,500000,0,2,750000,26,0,1,1,0,0,1,Mainland
6129,6129,akoka,2,2,"Updated 07 Mar 2021, Added 19 Aug 2020",Just out..??To Let Two bedroom apartment all rooms ensuite Ground floor. . Rent.700k. A cheap room self apartment Rent:150k. Location: Akoka,2 beds 2 baths 2 Toilets,yaba,700000,2021,Chemist-AkokaAkoka Yaba Lagos,2,1200000,500000,0,2,750000,26,0,0,0,0,0,0,Mainland
6130,6130,akoka,3,3,"Updated 07 Mar 2021, Added 18 Dec 2020",Executive Newly renovated 3 bedroom flat,3 beds 3 baths 4 Toilets,yaba,1200000,2021,...Akoka Yaba Lagos,4,1340000,650000,0,2,1000000,35,0,2,0,0,0,2,Mainland
6131,6131,akoka,3,3,"Updated 07 Mar 2021, Added 31 Dec 2020",3bedroom flat,3 beds 3 baths 2 Toilets,yaba,900000,2021,Akoka-AkokaAkoka Yaba Lagos,2,1340000,650000,0,2,1000000,35,0,0,0,0,0,0,Mainland
6132,6132,akoka,2,2,"Updated 07 Mar 2021, Added 06 Aug 2020",Executive Standard lovely and decent 2bedroom flat at Akoka Yaba 2toilets 2Baths car park upstairs is available Rent #850k,2 beds 2 baths 2 Toilets,yaba,850000,2021,Akoka Yaba Lagos,2,1200000,500000,0,2,750000,26,0,1,0,0,0,1,Mainland
6134,6134,akoka,3,3,"Updated 07 Mar 2021, Added 24 Dec 2020",3 Bedroom Flat,3 beds 3 baths 3 Toilets,yaba,1200000,2021,#NAME?,3,1340000,650000,0,2,1000000,35,0,0,0,0,0,0,Mainland
6137,6137,akoka,2,1,"Updated 07 Mar 2021, Added 29 Jul 2020","To Let: Mini-Flat with Big Living Room, Tiles,Borehole Water and Car Park.Akoka, Yaba. Rent: 500k per annum.",1 beds 2 baths 2 Toilets,yaba,500000,2021,Akoka Yaba Lagos,2,600000,200000,0,2,398000,13,0,0,0,0,0,0,Mainland
6138,6138,akoka,2,1,"Updated 07 Mar 2021, Added 24 Jul 2020","Executive Selfcontain Rent: 450k and 500k respectively Work in Progress... Location: Obayan Street, Akoka, Yaba. Same house Mini-Flat( 550k /600k",1 beds 2 baths 2 Toilets,yaba,550000,2021,Akoka Yaba Lagos,2,600000,200000,0,2,398000,13,0,1,0,0,0,1,Mainland
6139,6139,akoka,2,2,"Updated 07 Mar 2021, Added 18 Feb 2021","Executive Newly Built Mini Flat With 2toilets, pop finished, fitted with kitchen cabinet and wardrobe",2 beds 2 baths 3 Toilets,yaba,1000000,2021,#NAME?,3,1200000,500000,0,2,750000,26,0,2,0,0,0,2,Mainland
6140,6140,akoka,1,1,"Updated 07 Mar 2021, Added 31 Dec 2020",Miniflat,1 beds 1 baths 1 Toilets,yaba,500000,2021,#NAME?,1,600000,200000,0,2,398000,13,0,0,0,0,0,0,Mainland
6143,6143,akoka,3,3,"Updated 07 Mar 2021, Added 07 Jan 2021",Newly Renovated Decent and spacious 3 Bedroom Flat,3 beds 3 baths 4 Toilets,yaba,1200000,2021,..Akoka Yaba Lagos,4,1340000,650000,0,2,1000000,35,0,1,0,0,0,1,Mainland
6145,6145,akoka,2,2,"Updated 07 Mar 2021, Added 25 Jul 2020",Very specious 2bedroom flat at Akoka,2 beds 2 baths 2 Toilets,yaba,700000,2021,"Community 28, AkokaAkoka Yaba Lagos",2,1200000,500000,0,2,750000,26,0,0,0,0,0,0,Mainland
6148,6148,akoka,1,1,"Updated 07 Mar 2021, Added 29 Jul 2020",Executive lovely and decent Serviced Roomself @ Akoka 250k Total package 500k,1 beds 1 baths 1 Toilets,yaba,250000,2021,Akoka Yaba Lagos,1,600000,200000,0,2,398000,13,0,1,1,0,0,1,Mainland
6149,6149,akoka,2,2,"Updated 07 Mar 2021, Added 02 Jan 2021",2 bedroom flat,2 beds 2 baths 3 Toilets,yaba,1100000,2021,#NAME?,3,1200000,500000,0,2,750000,26,0,0,0,0,0,0,Mainland
6150,6150,akoka,1,1,"Updated 07 Mar 2021, Added 22 Aug 2020","Just out Executive lovely and decent selfcon at Osoyin peju street, akoka Yaba . #450k 1yr, with kitchen cabinet",1 beds 1 baths 1 Toilets,yaba,450000,2021,Akoka Yaba Lagos,1,600000,200000,0,2,398000,13,0,1,0,0,0,1,Mainland
6153,6153,akoka,2,1,"Updated 07 Mar 2021, Added 29 Jul 2020","To Let: Mini-Flat with Big Living Room, Tiles,Borehole Water and Car Park. Location: Obayan Street, Akoka, Yaba. Rent: 500k per annum.",1 beds 2 baths 2 Toilets,yaba,500000,2021,"Obayan close, Akoka, yabaAkoka Yaba Lagos",2,600000,200000,0,2,398000,13,0,0,0,0,0,0,Mainland
6154,6154,akoka,0,3,"Updated 07 Mar 2021, Added 30 Dec 2020",3bedroom flat,3 beds 0 baths 0 Toilets,yaba,1200000,2021,#NAME?,0,1340000,650000,0,2,1000000,35,0,0,0,0,0,0,Mainland
6157,6157,akoka,2,2,"Updated 07 Mar 2021, Added 27 Aug 2020",Lovely decent 2 bedroom flat,2 beds 2 baths 2 Toilets,yaba,700000,2021,...Akoka Yaba Lagos,2,1200000,500000,0,2,750000,26,0,0,0,0,0,0,Mainland
6161,6161,akoka,2,3,"Updated 07 Mar 2021, Added 27 Jul 2020","Standard cheap 3bedroom flat at Akoka A bayomi street, upstairs, very desent and neat, single prepaid meter and Water tank.",3 beds 2 baths 2 Toilets,yaba,750000,2021,"Abayomi street, AkokaAkoka Yaba Lagos",2,1340000,650000,0,2,1000000,35,0,0,0,0,0,0,Mainland
6166,6166,akoka,2,3,"Updated 07 Mar 2021, Added 06 Sep 2020","Renovated 3Bedroom flat with 3Toilets and 2Baths, A room En-suite, Guest Convenient",3 beds 2 baths 3 Toilets,yaba,1200000,2021,Abayomi str Akoka Yaba Lagos,3,1340000,650000,0,2,1000000,35,0,0,0,0,0,0,Mainland
6167,6167,akoka,1,1,"Updated 07 Mar 2021, Added 23 Nov 2020",Executive Standard lovely and decent selfcontained,1 beds 1 baths 1 Toilets,yaba,350000,2021,#NAME?,1,600000,200000,0,2,398000,13,0,1,0,0,0,1,Mainland
6168,6168,akoka,1,1,"Updated 07 Mar 2021, Added 21 Dec 2020",Executive Standard lovely and decent selfcontained,1 beds 1 baths 1 Toilets,yaba,350000,2021,#NAME?,1,600000,200000,0,2,398000,13,0,1,0,0,0,1,Mainland
6169,6169,akoka,2,3,"Updated 07 Mar 2021, Added 04 Oct 2020",Executive Standard lovely and decent 3bedroom flats 3toilet 2bath kitchen cabinets wordrop parking space downstairs young working class #900k a year rent @ Emily Akinola street Akoka Yaba lovely environment,3 beds 2 baths 3 Toilets,yaba,900000,2021,Emily Akinola street Akoka Akoka Yaba Lagos,3,1340000,650000,0,2,1000000,35,0,1,0,0,0,1,Mainland
6170,6170,akoka,2,2,"Updated 07 Mar 2021, Added 28 Nov 2020",lovely Excellent Executive 2 Bedroom Flat @ Akoka Yaba.,2 beds 2 baths 3 Toilets,yaba,1100000,2021,Akoka Yaba Lagos,3,1200000,500000,0,2,750000,26,0,1,0,0,0,1,Mainland
6175,6175,akoka,3,3,"Updated 07 Mar 2021, Added 23 Jul 2020","Decent & standard 3 bed room flat fence round with gate security wise car park pop, kitchen cabinet, to wardrobe",3 beds 3 baths 3 Toilets,yaba,1200000,2021,AkokaAkoka Yaba Lagos,3,1340000,650000,0,2,1000000,35,0,0,0,0,0,0,Mainland
6177,6177,akoka,2,3,"Updated 07 Mar 2021, Added 29 Jul 2020","3Bedroom Flat with 2Toilets and 2Baths. Big Living Room, Borehole Water, Car Park.",3 beds 2 baths 2 Toilets,yaba,900000,2021,Community Road Akoka Yaba Lagos,2,1340000,650000,0,2,1000000,35,0,0,0,0,0,0,Mainland
6179,6179,akoka,1,1,"Updated 07 Mar 2021, Added 31 Dec 2020",mini flat,1 beds 1 baths 1 Toilets,yaba,500000,2021,#NAME?,1,600000,200000,0,2,398000,13,0,0,0,0,0,0,Mainland
6185,6185,akoka,2,2,"Updated 07 Mar 2021, Added 25 Aug 2020",Executive Standard lovely and decent 2bedroom flat at Akoka Yaba all rooms ensuite with standard kitchen cabinet wordrop rent #650k a year,2 beds 2 baths 2 Toilets,yaba,650000,2021,Akoka Yaba Lagos,2,1200000,500000,0,2,750000,26,0,1,0,0,0,1,Mainland
6187,6187,akoka,2,2,"Updated 07 Mar 2021, Added 16 Feb 2021",New mini flat And 2bedrooms flat,2 beds 2 baths 2 Toilets,yaba,1000000,2021,#NAME?,2,1200000,500000,0,2,750000,26,0,1,0,0,0,1,Mainland
6188,6188,akoka,2,3,"Updated 07 Mar 2021, Added 05 Sep 2020",Executive Standard lovely and decent 3bedroom flats at Akoka Yaba 3toilet 2bath a room ensuit with kitchen cabinets and wordrop very comfortable and lovely environment security wise gated street RENT 1..2million a year,3 beds 2 baths 3 Toilets,yaba,1200000,2021,Akoka Yaba Lagos,3,1340000,650000,0,2,1000000,35,0,1,0,0,0,1,Mainland
6193,6193,akoka,1,1,"Updated 07 Mar 2021, Added 15 Aug 2020",Executive Standard lovely and decent selfcontain at Akoka Yaba with kitchen cabinets and wordrop Rent #400k a year rent upstairs service charge 60k lovely and decent environment.,1 beds 1 baths 1 Toilets,yaba,400000,2021,Akoka Yaba Lagos,1,600000,200000,0,2,398000,13,0,1,1,0,0,1,Mainland
6194,6194,akoka,2,2,"Updated 07 Mar 2021, Added 05 Jan 2021",Newly renovated Executive lovely decent 2bedroom flat at Akoka Yaba very lovely environment security wise gated compound with parking space all rooms ensuite with guest toilet Rent #800k a year,2 beds 2 baths 3 Toilets,yaba,800000,2021,Akoka Yaba Lagos,3,1200000,500000,0,2,750000,26,0,2,0,0,0,2,Mainland
6195,6195,akoka,2,2,"Updated 07 Mar 2021, Added 17 Sep 2020",DECENT 2BEDROOM AT AKOKA FOR 1M A YEAR RENT* UP STAIRS,2 beds 2 baths 3 Toilets,yaba,1000000,2021,Akoka Yaba Lagos,3,1200000,500000,0,2,750000,26,0,0,0,0,0,0,Mainland
6197,6197,akoka,1,1,"Updated 07 Mar 2021, Added 26 Aug 2020",Newly built room self contained,1 beds 1 baths 1 Toilets,yaba,300000,2021,AkokaAkoka Yaba Lagos,1,600000,200000,0,2,398000,13,0,1,0,0,0,1,Mainland
6198,6198,akoka,1,1,"Updated 07 Mar 2021, Added 29 Nov 2020",Standard self-contained,1 beds 1 baths 1 Toilets,yaba,320000,2021,...Akoka Yaba Lagos,1,600000,200000,0,2,398000,13,0,0,0,0,0,0,Mainland
6199,6199,akoka,1,1,"Updated 07 Mar 2021, Added 17 Jul 2020","Standard and decent self contain with wardrobe and kitchen cabinet, all round tile very secured fence round with gate",1 beds 1 baths 1 Toilets,yaba,350000,2021,Akoka Yaba Lagos,1,600000,200000,0,2,398000,13,0,0,0,0,0,0,Mainland
6200,6200,akoka,1,1,"Updated 07 Mar 2021, Added 16 Aug 2020","Magnificent standard and specious room self contained painted and fully tiles with parking space, rent 250k",1 beds 1 baths 1 Toilets,yaba,300000,2021,"Adeboye street, AkokaAkoka Yaba Lagos",1,600000,200000,0,2,398000,13,0,0,0,0,0,0,Mainland
6201,6201,akoka,1,1,"Updated 07 Mar 2021, Added 29 Jul 2020","Serviced Roomself @ Akoka YABA Facilities include:Tv,Inverter,40 kva gen,pre paid meter,fridge etc.... Price :400k Total package:670k",1 beds 1 baths 1 Toilets,yaba,400000,2021,Akoka Yaba Lagos,1,600000,200000,0,2,398000,13,0,0,1,0,0,0,Mainland
6202,6202,akoka,2,2,"Updated 07 Mar 2021, Added 26 Aug 2020",Newly built 2 bedroom flat,2 beds 2 baths 2 Toilets,yaba,1000000,2021,AkokaAkoka Yaba Lagos,2,1200000,500000,0,2,750000,26,0,1,0,0,0,1,Mainland
6205,6205,akoka,5,4,"Updated 07 Mar 2021, Added 26 Aug 2020","Executive & Tastefully finished 4 bedroom duplex all rooms ensuite, plus study , pop, screeded wall, lounge, kitchenette",4 beds 5 baths 5 Toilets,yaba,2500000,2021,Akoka Yaba Lagos,5,4200000,780000,0,2,1800000,50,1,1,0,0,0,1,Mainland
6206,6206,akoka,1,1,"Updated 07 Mar 2021, Added 19 Aug 2020",Standard and lovely decent selfcontain at Akoka Yaba very lovely environment rent #300k a yr,1 beds 1 baths 1 Toilets,yaba,300000,2021,Akoka Yaba Lagos,1,600000,200000,0,2,398000,13,0,0,0,0,0,0,Mainland
6208,6208,akoka,1,2,"Updated 07 Mar 2021, Added 03 Sep 2020",A very clean 2 bedroom flat on Community road akoka 2toilet/ single bath 600k a year rent,2 beds 1 baths 2 Toilets,yaba,600000,2021,community road akoka Akoka Yaba Lagos,2,1200000,500000,0,2,750000,26,0,0,0,0,0,0,Mainland
6210,6210,akoka,1,1,"Updated 07 Mar 2021, Added 18 Aug 2020",Standard self-contained,1 beds 1 baths 1 Toilets,yaba,250000,2021,"Adeboye street, AkokaAkoka Yaba Lagos",1,600000,200000,0,2,398000,13,0,0,0,0,0,0,Mainland
6212,6212,akoka,2,3,"Updated 07 Mar 2021, Added 28 Oct 2020",Just out!!!Standard 3bedroom flat at Akoka rent 700k,3 beds 2 baths 2 Toilets,yaba,700000,2021,Emily AkiolaAkoka Yaba Lagos,2,1340000,650000,0,2,1000000,35,0,0,0,0,0,0,Mainland
6213,6213,akoka,3,3,Added 05 Mar 2021,Decent 3 Bedroom Apartment For Rent At Akoka Yaba,3 beds 3 baths 3 Toilets,yaba,850000,2021,Off ilajeqAkoka Yaba Lagos,3,1340000,650000,0,1,1000000,35,0,0,0,0,0,0,Mainland
