,location,bed,area,location_rank
26649,ajah,1,thomas-estate,21
26650,ajah,1,thomas-estate,21
26651,ajah,2,thomas-estate,32
26652,ajah,2,thomas-estate,32
26653,ajah,2,thomas-estate,32
26654,ajah,1,thomas-estate,21
26655,ajah,3,thomas-estate,45
26656,ajah,3,thomas-estate,45
26657,ajah,3,thomas-estate,45
26659,ajah,3,thomas-estate,45
26661,ajah,3,thomas-estate,45
26663,ajah,1,thomas-estate,21
26665,ajah,3,thomas-estate,45
26666,ajah,2,thomas-estate,32
26667,ajah,4,thomas-estate,61
26668,ajah,2,thomas-estate,32
26670,ajah,2,thomas-estate,32
26671,ajah,1,thomas-estate,21
26672,ajah,1,thomas-estate,21
26674,ajah,3,thomas-estate,45
26675,ajah,4,thomas-estate,61
26677,ajah,1,thomas-estate,21
26678,ajah,2,thomas-estate,32
26680,ajah,1,thomas-estate,21
26681,ajah,4,thomas-estate,61
26682,ajah,4,thomas-estate,61
26683,ajah,4,thomas-estate,61
26684,ajah,1,thomas-estate,21
26686,ajah,3,thomas-estate,45
26690,ajah,3,thomas-estate,45
26692,ajah,3,thomas-estate,45
26694,ajah,3,thomas-estate,45
26697,ajah,1,thomas-estate,21
26699,ajah,3,thomas-estate,45
26701,ajah,1,thomas-estate,21
26702,ajah,3,thomas-estate,45
26704,ajah,1,thomas-estate,21
26705,ajah,2,thomas-estate,32
26706,ajah,2,thomas-estate,32
26709,ajah,1,thomas-estate,21
26710,ajah,4,thomas-estate,61
26711,ajah,2,thomas-estate,32
26713,ajah,1,thomas-estate,21
26714,ajah,4,thomas-estate,61
26715,ajah,3,thomas-estate,45
26717,ajah,2,thomas-estate,32
26719,ajah,1,thomas-estate,21
26724,ajah,4,thomas-estate,61
26726,ajah,3,thomas-estate,45
26727,ajah,3,thomas-estate,45
26729,ajah,1,thomas-estate,21
26730,ajah,1,thomas-estate,21
26731,ajah,1,thomas-estate,21
26732,ajah,2,thomas-estate,32
26733,ajah,1,thomas-estate,21
26734,ajah,3,thomas-estate,45
26735,ajah,1,thomas-estate,21
26736,ajah,1,thomas-estate,21
26737,ajah,3,thomas-estate,45
26738,ajah,3,thomas-estate,45
26739,ajah,3,thomas-estate,45
26740,ajah,1,thomas-estate,21
26741,ajah,1,thomas-estate,21
26743,ajah,2,thomas-estate,32
26744,ajah,1,thomas-estate,21
26745,ajah,1,thomas-estate,21
26746,ajah,1,thomas-estate,21
26747,ajah,3,thomas-estate,45
26748,ajah,1,thomas-estate,21
26749,ajah,2,thomas-estate,32
26750,ajah,2,thomas-estate,32
26753,ajah,3,thomas-estate,45
26754,ajah,3,thomas-estate,45
26755,ajah,1,thomas-estate,21
26756,ajah,3,thomas-estate,45
26757,ajah,4,thomas-estate,61
26758,ajah,2,thomas-estate,32
26762,ajah,1,thomas-estate,21
26764,ajah,2,thomas-estate,32
26765,ajah,4,thomas-estate,61
26766,ajah,4,thomas-estate,61
26769,ajah,4,thomas-estate,61
26770,ajah,1,thomas-estate,21
26771,ajah,1,thomas-estate,21
26772,ajah,4,thomas-estate,61
26773,ajah,2,thomas-estate,32
26775,ajah,1,thomas-estate,21
26777,ajah,1,thomas-estate,21
26880,lekki phase 1,3,lekki phase 1,62
26881,lekki phase 1,2,lekki phase 1,54
26883,lekki phase 1,4,lekki phase 1,64
26884,lekki phase 1,4,lekki phase 1,64
26887,lekki phase 1,3,lekki phase 1,62
26888,lekki phase 1,3,lekki phase 1,62
26891,lekki phase 1,3,lekki phase 1,62
26892,lekki phase 1,2,lekki phase 1,54
26897,lekki phase 1,3,lekki phase 1,62
26899,lekki phase 1,3,lekki phase 1,62
26900,lekki phase 1,2,lekki phase 1,54
26903,lekki phase 1,3,lekki phase 1,62
26904,lekki phase 1,3,lekki phase 1,62
26905,lekki phase 1,3,lekki phase 1,62
26907,lekki phase 1,4,lekki phase 1,64
26909,lekki phase 1,1,lekki phase 1,41
26914,lekki phase 1,3,lekki phase 1,62
26915,lekki phase 1,4,lekki phase 1,64
26916,lekki phase 1,3,lekki phase 1,62
26917,lekki phase 1,3,lekki phase 1,62
26922,lekki phase 1,2,lekki phase 1,54
26928,lekki phase 1,3,lekki phase 1,62
26929,lekki phase 1,3,lekki phase 1,62
26930,lekki phase 1,3,lekki phase 1,62
26932,lekki phase 1,4,lekki phase 1,64
26936,lekki phase 1,4,lekki phase 1,64
26937,lekki phase 1,3,lekki phase 1,62
26939,lekki phase 1,3,lekki phase 1,62
26941,lekki phase 1,3,lekki phase 1,62
26944,lekki phase 1,1,lekki phase 1,41
26948,lekki phase 1,4,lekki phase 1,64
26955,lekki phase 1,3,lekki phase 1,62
26960,lekki phase 1,2,lekki phase 1,54
26963,lekki phase 1,1,lekki phase 1,41
26965,lekki phase 1,1,lekki phase 1,41
26966,lekki phase 1,2,lekki phase 1,54
26968,lekki phase 1,3,lekki phase 1,62
26976,lekki phase 1,3,lekki phase 1,62
26977,lekki phase 1,1,lekki phase 1,41
26978,lekki phase 1,1,lekki phase 1,41
26979,lekki phase 1,3,lekki phase 1,62
26981,lekki phase 1,1,lekki phase 1,41
26982,lekki phase 1,2,lekki phase 1,54
26983,lekki phase 1,1,lekki phase 1,41
26985,lekki phase 1,4,lekki phase 1,64
26988,lekki phase 1,3,lekki phase 1,62
26989,lekki phase 1,1,lekki phase 1,41
26996,lekki phase 1,1,lekki phase 1,41
26997,lekki phase 1,3,lekki phase 1,62
26998,lekki phase 1,4,lekki phase 1,64
27000,lekki phase 1,2,lekki phase 1,54
27002,lekki phase 1,3,lekki phase 1,62
27003,lekki phase 1,1,lekki phase 1,41
27005,lekki phase 1,3,lekki phase 1,62
27006,lekki phase 1,1,lekki phase 1,41
27007,lekki phase 1,2,lekki phase 1,54
27008,lekki phase 1,4,lekki phase 1,64
27009,lekki phase 1,1,lekki phase 1,41
27010,lekki phase 1,4,lekki phase 1,64
27011,lekki phase 1,1,lekki phase 1,41
27014,lekki phase 1,4,lekki phase 1,64
27016,lekki phase 1,1,lekki phase 1,41
27017,lekki phase 1,3,lekki phase 1,62
27018,lekki phase 1,1,lekki phase 1,41
27019,lekki phase 1,3,lekki phase 1,62
27020,lekki phase 1,2,lekki phase 1,54
27021,lekki phase 1,3,lekki phase 1,62
27023,lekki phase 1,3,lekki phase 1,62
27024,lekki phase 1,3,lekki phase 1,62
27025,lekki phase 1,3,lekki phase 1,62
27026,lekki phase 1,2,lekki phase 1,54
27030,lekki phase 1,1,lekki phase 1,41
27034,lekki phase 1,1,lekki phase 1,41
27035,lekki phase 1,1,lekki phase 1,41
27037,lekki phase 1,1,lekki phase 1,41
27038,lekki phase 1,4,lekki phase 1,64
27050,lekki phase 1,4,lekki phase 1,64
27051,lekki phase 1,2,lekki phase 1,54
27052,lekki phase 1,4,lekki phase 1,64
27053,lekki phase 1,4,lekki phase 1,64
27054,lekki phase 1,3,lekki phase 1,62
27055,lekki phase 1,4,lekki phase 1,64
27058,lekki phase 1,3,lekki phase 1,62
27061,lekki phase 1,3,lekki phase 1,62
27063,lekki phase 1,1,lekki phase 1,41
27064,lekki phase 1,1,lekki phase 1,41
27066,lekki phase 1,4,lekki phase 1,64
27067,lekki phase 1,1,lekki phase 1,41
27069,lekki phase 1,1,lekki phase 1,41
27070,lekki phase 1,1,lekki phase 1,41
27071,lekki phase 1,3,lekki phase 1,62
27073,lekki phase 1,4,lekki phase 1,64
27075,lekki phase 1,3,lekki phase 1,62
27077,lekki phase 1,1,lekki phase 1,41
27079,lekki phase 1,3,lekki phase 1,62
27081,lekki phase 1,2,lekki phase 1,54
27082,lekki phase 1,1,lekki phase 1,41
27083,lekki phase 1,3,lekki phase 1,62
27084,lekki phase 1,2,lekki phase 1,54
